app_id,student_id,uni_id,program_id,anko_program_type,apply_date,status,decision_days,visa_status,enrollment_date,agent_score
2205,1470,6,21,1+4,2025-06-30,Rejected,41,N/A,,35
2206,1470,44,173,1+4,2025-06-30,Enrolled,35,Approved,2025-10-07,60
2207,1471,47,188,6+6,2025-05-25,Enrolled,17,Approved,2025-09-10,37
2208,1473,15,57,1+4,2025-06-30,Rejected,32,N/A,,25
2209,1473,15,60,1+4,2025-06-25,Rejected,54,N/A,,16
2210,1474,24,96,6+6,2025-05-02,Enrolled,10,Approved,2025-08-20,51
2211,1475,7,26,1+4,2025-06-20,Enrolled,59,Approved,2025-10-17,45
2212,1476,7,27,6+6,2025-06-30,Under Review,89,Pending,,43
2213,1476,13,52,6+6,2025-06-30,Rejected,39,N/A,,39
2214,1477,7,28,6+6,2025-06-09,Enrolled,51,Rejected,2025-11-21,51
2215,1477,37,148,6+6,2025-06-30,Accepted,53,Approved,,49
2216,1477,23,90,6+6,2025-06-30,Rejected,48,N/A,,53
2217,1477,4,16,6+6,2025-06-02,Enrolled,42,Rejected,2025-10-29,46
2218,1478,15,59,6+6,2025-06-30,Enrolled,63,Approved,2025-12-01,50
2219,1478,14,54,6+6,2025-05-20,Accepted,65,Approved,,52
2220,1478,9,36,1+4,2025-06-24,Enrolled,41,Approved,2025-11-16,43
2221,1478,24,95,1+4,2025-06-30,Enrolled,48,Approved,2025-10-29,54
2222,1480,31,123,6+6,2025-04-08,Enrolled,52,Approved,2025-09-16,42
2223,1481,26,102,Fall Bachelor,2025-06-30,Enrolled,46,Approved,2025-10-18,53
2224,1482,12,45,Fall Bachelor,2025-02-14,Rejected,73,N/A,,39
2225,1482,3,9,6+6,2025-06-22,Under Review,38,Pending,,34
2226,1483,5,20,6+6,2025-06-30,Enrolled,61,Approved,2025-11-04,47
2227,1485,49,193,Fall Bachelor,2025-06-30,Enrolled,39,Pending,2025-10-14,19
2228,1486,35,137,1+4,2025-03-13,Enrolled,72,Approved,2025-08-26,34
2229,1487,43,169,6+6,2025-02-09,Enrolled,58,Approved,2025-06-17,48
2230,1488,33,130,Fall Bachelor,2025-06-07,Enrolled,48,Pending,2025-11-18,30
2231,1488,7,27,6+6,2025-06-30,Rejected,50,N/A,,26
2232,1488,9,36,1+4,2025-06-30,Enrolled,48,Approved,2025-11-23,29
2233,1490,43,169,6+6,2025-02-27,Withdrawn,68,N/A,,22
2234,1492,31,121,1+4,2025-06-30,Rejected,84,N/A,,23
2235,1492,41,164,6+6,2025-06-24,Submitted,50,N/A,,25
2236,1493,32,125,1+4,2025-06-30,Enrolled,58,Approved,2025-12-15,29
2237,1494,4,13,6+6,2025-06-17,Accepted,40,Approved,,33
2238,1494,35,137,1+4,2025-04-08,Enrolled,51,Approved,2025-08-13,34
2239,1496,7,27,6+6,2025-06-28,Enrolled,45,Approved,2025-10-21,30
2240,1496,4,16,6+6,2025-06-21,Rejected,35,N/A,,32
2241,1496,9,35,6+6,2025-06-30,Rejected,10,N/A,,34
2242,1497,3,12,6+6,2025-03-10,Enrolled,49,Pending,2025-08-16,48
2243,1497,12,46,6+6,2025-03-21,Enrolled,52,Approved,2025-08-28,57
2244,1497,32,126,1+4,2025-04-09,Enrolled,33,Approved,2025-07-12,40
2245,1498,36,141,Fall Bachelor,2025-05-24,Enrolled,33,Approved,2025-10-11,24
2246,1498,2,8,1+4,2025-04-12,Enrolled,85,Approved,2025-09-15,39
2247,1498,1,1,Fall Bachelor,2025-03-05,Under Review,59,Pending,,49
2248,1499,37,146,6+6,2025-02-14,Withdrawn,30,N/A,,22
2249,1499,31,124,1+4,2025-02-27,Enrolled,58,Approved,2025-08-04,26
2250,1500,43,170,6+6,2025-02-09,Rejected,14,N/A,,25
